item_name,category_name,records_json
防风传说,民间文学,"[{""公布时间"": ""2011(第三批)"", ""申报地区或单位"": ""浙江省德清县"", ""保护单位"": ""德清县文化馆""}]"
盘瓠传说,民间文学,"[{""公布时间"": ""2011(第三批)"", ""申报地区或单位"": ""湖南省泸溪县"", ""保护单位"": ""泸溪县非物质文化遗产保护中心""}]"
庄子传说,民间文学,"[{""公布时间"": ""2011(第三批)"", ""申报地区或单位"": ""山东省东明县"", ""保护单位"": ""山东省东明县文化馆""}]"
柳毅传说,民间文学,"[{""公布时间"": ""2011(第三批)"", ""申报地区或单位"": ""山东省潍坊市寒亭区"", ""保护单位"": ""潍坊市寒亭区文化馆""}]"
禅宗祖师传说,民间文学,"[{""公布时间"": ""2011(第三批)"", ""申报地区或单位"": ""湖北省黄梅县"", ""保护单位"": ""黄梅县文化馆""}]"
禅宗祖师传说（六祖传说）,民间文学,"[{""公布时间"": ""2021(第五批)"", ""申报地区或单位"": ""广东省云浮市新兴县"", ""保护单位"": ""新兴县文化馆""}]"
布袋和尚传说,民间文学,"[{""公布时间"": ""2011(第三批)"", ""申报地区或单位"": ""浙江省奉化市"", ""保护单位"": ""宁波市奉化区文化馆""}]"
钱王传说,民间文学,"[{""公布时间"": ""2011(第三批)"", ""申报地区或单位"": ""浙江省临安市"", ""保护单位"": ""杭州市临安区文化馆（杭州市临安区非物质文化遗产保护中心）""}]"
苏东坡传说,民间文学,"[{""公布时间"": ""2011(第三批)"", ""申报地区或单位"": ""浙江省杭州市"", ""保护单位"": ""杭州西湖博物馆总馆（西湖学研究院、杭州西湖风景名胜区网宣中心）""}, {""公布时间"": ""2014(第四批)"", ""申报地区或单位"": ""湖北省黄冈市"", ""保护单位"": ""黄冈市群众艺术馆（黄冈市民俗博物馆）""}]"
王羲之传说,民间文学,"[{""公布时间"": ""2011(第三批)"", ""申报地区或单位"": ""浙江省绍兴市"", ""保护单位"": ""绍兴市文化馆、绍兴市非物质文化遗产保护中心""}]"
李时珍传说,民间文学,"[{""公布时间"": ""2011(第三批)"", ""申报地区或单位"": ""湖北省蕲春县"", ""保护单位"": ""蕲春县文化馆""}]"
蔡伦造纸传说,民间文学,"[{""公布时间"": ""2011(第三批)"", ""申报地区或单位"": ""陕西省汉中市"", ""保护单位"": ""汉中市民间文艺家协会""}]"
牡丹传说,民间文学,"[{""公布时间"": ""2011(第三批)"", ""申报地区或单位"": ""山东省菏泽市牡丹区"", ""保护单位"": ""菏泽市牡丹区文化馆""}]"
泰山传说,民间文学,"[{""公布时间"": ""2011(第三批)"", ""申报地区或单位"": ""山东省泰安市"", ""保护单位"": ""泰安市泰山风景名胜区管理委员会（泰山林场）""}]"
黄鹤楼传说,民间文学,"[{""公布时间"": ""2011(第三批)"", ""申报地区或单位"": ""湖北省武汉市武昌区"", ""保护单位"": ""武汉市黄鹤楼公园管理处""}]"
烂柯山的传说,民间文学,"[{""公布时间"": ""2011(第三批)"", ""申报地区或单位"": ""山西省陵川县"", ""保护单位"": ""陵川县文化馆（陵川县上党梆子传习所）""}, {""公布时间"": ""2011(第三批)"", ""申报地区或单位"": ""浙江省衢州市"", ""保护单位"": ""衢州市文化馆（衢州市非物质文化遗产保护中心）""}]"
珞巴族始祖传说,民间文学,"[{""公布时间"": ""2011(第三批)"", ""申报地区或单位"": ""西藏自治区米林县"", ""保护单位"": ""西藏林芝市米林县文化和旅游局""}]"
阿尼玛卿雪山传说,民间文学,"[{""公布时间"": ""2011(第三批)"", ""申报地区或单位"": ""青海省果洛藏族自治州"", ""保护单位"": ""果洛州文化馆（果洛州非物质文化遗产传承保护中心、果洛州群众体育指导服务中心）""}]"
锡伯族民间故事,民间文学,"[{""公布时间"": ""2011(第三批)"", ""申报地区或单位"": ""辽宁省沈阳市"", ""保护单位"": ""沈阳市于洪区文化旅游体育事务服务中心""}]"
嘉黎民间故事,民间文学,"[{""公布时间"": ""2011(第三批)"", ""申报地区或单位"": ""西藏自治区嘉黎县"", ""保护单位"": ""西藏那曲市嘉黎县文化和旅游局""}]"
海洋动物故事,民间文学,"[{""公布时间"": ""2011(第三批)"", ""申报地区或单位"": ""浙江省洞头县"", ""保护单位"": ""温州市洞头区民间文艺工作者协会""}]"
土家族哭嫁歌,民间文学,"[{""公布时间"": ""2011(第三批)"", ""申报地区或单位"": ""湖南省永顺县"", ""保护单位"": ""永顺县非物质文化遗产保护中心""}, {""公布时间"": ""2011(第三批)"", ""申报地区或单位"": ""湖南省古丈县"", ""保护单位"": ""古丈县非物质文化遗产保护中心""}]"
坡芽情歌,民间文学,"[{""公布时间"": ""2011(第三批)"", ""申报地区或单位"": ""云南省富宁县"", ""保护单位"": ""富宁县文化馆""}]"
祝赞词,民间文学,"[{""公布时间"": ""2011(第三批)"", ""申报地区或单位"": ""内蒙古自治区东乌珠穆沁旗"", ""保护单位"": ""东乌珠穆沁旗文化馆""}, {""公布时间"": ""2011(第三批)"", ""申报地区或单位"": ""新疆维吾尔自治区博湖县"", ""保护单位"": ""博湖县非物质文化遗产保护中心""}, {""公布时间"": ""2011(第三批)"", ""申报地区或单位"": ""新疆维吾尔自治区和布克赛尔蒙古自治县"", ""保护单位"": ""和布克赛尔蒙古自治县非物质文化遗产保护中心""}]"
祝赞词（肃北蒙古族祝赞词）,民间文学,"[{""公布时间"": ""2021(第五批)"", ""申报地区或单位"": ""甘肃省酒泉市肃北蒙古族自治县"", ""保护单位"": ""肃北蒙古族自治县文化馆""}]"
黑暗传,民间文学,"[{""公布时间"": ""2011(第三批)"", ""申报地区或单位"": ""湖北省保康县"", ""保护单位"": ""保康县文化馆""}, {""公布时间"": ""2011(第三批)"", ""申报地区或单位"": ""湖北省神农架林区"", ""保护单位"": ""神农架林区群众艺术馆""}]"
陶克陶胡,民间文学,"[{""公布时间"": ""2011(第三批)"", ""申报地区或单位"": ""吉林省前郭尔罗斯蒙古族自治县"", ""保护单位"": ""前郭尔罗斯蒙古族自治县文化工作总站（前郭县非物质文化遗产保护中心）""}]"
密洛陀,民间文学,"[{""公布时间"": ""2011(第三批)"", ""申报地区或单位"": ""广西壮族自治区都安瑶族自治县"", ""保护单位"": ""都安瑶族自治县文化馆""}]"
亚鲁王,民间文学,"[{""公布时间"": ""2011(第三批)"", ""申报地区或单位"": ""贵州省紫云苗族布依族自治县"", ""保护单位"": ""紫云苗族布依族自治县亚鲁王文化研究中心""}]"
目瑙斋瓦,民间文学,"[{""公布时间"": ""2011(第三批)"", ""申报地区或单位"": ""云南省德宏傣族景颇族自治州"", ""保护单位"": ""德宏州文化馆""}]"
洛奇洛耶与扎斯扎依,民间文学,"[{""公布时间"": ""2011(第三批)"", ""申报地区或单位"": ""云南省墨江哈尼族自治县"", ""保护单位"": ""墨江哈尼族自治县文化馆""}]"
阿细先基,民间文学,"[{""公布时间"": ""2011(第三批)"", ""申报地区或单位"": ""云南省弥勒县"", ""保护单位"": ""弥勒市文化馆""}]"
羌戈大战,民间文学,"[{""公布时间"": ""2011(第三批)"", ""申报地区或单位"": ""四川省汶川县"", ""保护单位"": ""汶川县文化馆""}]"
恰克恰克,民间文学,"[{""公布时间"": ""2011(第三批)"", ""申报地区或单位"": ""新疆维吾尔自治区伊宁市"", ""保护单位"": ""伊宁市文化馆""}]"
酉阳古歌,民间文学,"[{""公布时间"": ""2011(第三批)"", ""申报地区或单位"": ""重庆市酉阳土家族苗族自治县"", ""保护单位"": ""酉阳土家族苗族自治县文化馆（酉阳土家族苗族自治县文化生态保护中心、酉阳土家族苗族自治县非物质文化遗产保护中心）""}]"
谚语（沪谚）,民间文学,"[{""公布时间"": ""2011(第三批)"", ""申报地区或单位"": ""上海市闵行区"", ""保护单位"": ""上海市闵行区浦江镇文化体育事业发展中心""}]"
谚语（陕北民谚）,民间文学,"[{""公布时间"": ""2014(第四批)"", ""申报地区或单位"": ""陕西省榆林市"", ""保护单位"": ""榆林市公共文化服务中心（榆林市博物馆、榆林市图书馆、榆林市文化馆）""}]"
谚语（哈萨克族谚语）,民间文学,"[{""公布时间"": ""2021(第五批)"", ""申报地区或单位"": ""新疆维吾尔自治区伊犁哈萨克自治州特克斯县"", ""保护单位"": ""特克斯县文化馆""}]"
卢沟桥传说,民间文学,"[{""公布时间"": ""2014(第四批)"", ""申报地区或单位"": ""北京市丰台区"", ""保护单位"": ""北京市丰台区文化馆""}]"
鬼谷子传说,民间文学,"[{""公布时间"": ""2014(第四批)"", ""申报地区或单位"": ""河北省临漳县"", ""保护单位"": ""临漳县文化馆""}]"
东海孝妇传说,民间文学,"[{""公布时间"": ""2014(第四批)"", ""申报地区或单位"": ""江苏省连云港市"", ""保护单位"": ""连云港市孝文化研究会""}]"
刘阮传说,民间文学,"[{""公布时间"": ""2014(第四批)"", ""申报地区或单位"": ""浙江省天台县"", ""保护单位"": ""台州市天台山文化研究会""}]"
孔雀东南飞传说,民间文学,"[{""公布时间"": ""2014(第四批)"", ""申报地区或单位"": ""安徽省怀宁县"", ""保护单位"": ""怀宁县文化馆""}, {""公布时间"": ""2014(第四批)"", ""申报地区或单位"": ""安徽省潜山县"", ""保护单位"": ""潜山市文化馆""}]"
老子传说,民间文学,"[{""公布时间"": ""2014(第四批)"", ""申报地区或单位"": ""安徽省涡阳县"", ""保护单位"": ""涡阳县文化馆""}, {""公布时间"": ""2014(第四批)"", ""申报地区或单位"": ""河南省灵宝市"", ""保护单位"": ""灵宝市文化馆""}]"
陈三五娘传说,民间文学,"[{""公布时间"": ""2014(第四批)"", ""申报地区或单位"": ""福建省泉州市洛江区"", ""保护单位"": ""泉州市洛江区文化馆""}]"
胡峄阳传说,民间文学,"[{""公布时间"": ""2014(第四批)"", ""申报地区或单位"": ""山东省青岛市城阳区"", ""保护单位"": ""青岛城阳流亭峄阳文化园""}]"
孟母教子传说,民间文学,"[{""公布时间"": ""2014(第四批)"", ""申报地区或单位"": ""山东省邹城市"", ""保护单位"": ""邹城市文化旅游公共服务中心（邹城市图书馆、邹城市文化馆）""}]"
河图洛书传说,民间文学,"[{""公布时间"": ""2014(第四批)"", ""申报地区或单位"": ""河南省洛阳市"", ""保护单位"": ""洛阳市文化馆（洛阳市非物质文化遗产保护中心）""}]"
杞人忧天传说,民间文学,"[{""公布时间"": ""2014(第四批)"", ""申报地区或单位"": ""河南省杞县"", ""保护单位"": ""杞县人民文化馆（杞县送戏下乡艺术团）""}]"
三国传说,民间文学,"[{""公布时间"": ""2014(第四批)"", ""申报地区或单位"": ""湖北省"", ""保护单位"": ""湖北省群众艺术馆（湖北省非物质文化遗产保护中心）""}]"
伯牙子期传说,民间文学,"[{""公布时间"": ""2014(第四批)"", ""申报地区或单位"": ""湖北省武汉市"", ""保护单位"": ""武汉市群众艺术馆""}]"
尹吉甫传说,民间文学,"[{""公布时间"": ""2014(第四批)"", ""申报地区或单位"": ""湖北省房县"", ""保护单位"": ""房县文化馆""}]"
苏仙传说,民间文学,"[{""公布时间"": ""2014(第四批)"", ""申报地区或单位"": ""湖南省郴州市苏仙区"", ""保护单位"": ""郴州市苏仙区文化馆""}]"
毕阿史拉则传说,民间文学,"[{""公布时间"": ""2014(第四批)"", ""申报地区或单位"": ""四川省金阳县"", ""保护单位"": ""金阳县文化馆""}]"
仓颉传说,民间文学,"[{""公布时间"": ""2014(第四批)"", ""申报地区或单位"": ""陕西省洛南县"", ""保护单位"": ""洛南县文化馆""}, {""公布时间"": ""2014(第四批)"", ""申报地区或单位"": ""陕西省白水县"", ""保护单位"": ""白水县文化馆""}]"
骆驼泉传说,民间文学,"[{""公布时间"": ""2014(第四批)"", ""申报地区或单位"": ""青海省循化撒拉族自治县"", ""保护单位"": ""循化撒拉族自治县文化馆""}]"
回族民间故事,民间文学,"[{""公布时间"": ""2014(第四批)"", ""申报地区或单位"": ""宁夏回族自治区泾源县"", ""保护单位"": ""泾源县文化馆""}]"
广禅侯故事,民间文学,"[{""公布时间"": ""2014(第四批)"", ""申报地区或单位"": ""山西省阳城县"", ""保护单位"": ""阳城县文化馆""}]"
解缙故事,民间文学,"[{""公布时间"": ""2014(第四批)"", ""申报地区或单位"": ""江西省吉水县"", ""保护单位"": ""吉水县文化馆""}]"
壮族百鸟衣故事,民间文学,"[{""公布时间"": ""2014(第四批)"", ""申报地区或单位"": ""广西壮族自治区横县"", ""保护单位"": ""横县文化馆（横县非物质文化遗产保护中心）""}]"
阿凡提故事,民间文学,"[{""公布时间"": ""2014(第四批)"", ""申报地区或单位"": ""新疆维吾尔自治区喀什地区"", ""保护单位"": ""喀什地区文化馆""}]"
广阳镇民间故事,民间文学,"[{""公布时间"": ""2014(第四批)"", ""申报地区或单位"": ""重庆市南岸区"", ""保护单位"": ""重庆市南岸区文化馆""}]"
西王母神话,民间文学,"[{""公布时间"": ""2014(第四批)"", ""申报地区或单位"": ""新疆维吾尔自治区阜康市"", ""保护单位"": ""新疆天池管理委员会（新疆天山天池风景名胜区管理委员会、新疆天池博格达峰自然保护区管理局）""}]"
盘王大歌,民间文学,"[{""公布时间"": ""2014(第四批)"", ""申报地区或单位"": ""湖南省江华瑶族自治县"", ""保护单位"": ""江华瑶族自治县文化馆""}]"
玛牧,民间文学,"[{""公布时间"": ""2014(第四批)"", ""申报地区或单位"": ""四川省喜德县"", ""保护单位"": ""喜德县文化馆（喜德县美术馆）""}]"
黑白战争,民间文学,"[{""公布时间"": ""2014(第四批)"", ""申报地区或单位"": ""云南省丽江市古城区"", ""保护单位"": ""古城区非物质文化遗产保护管理中心""}]"
祁家延西,民间文学,"[{""公布时间"": ""2014(第四批)"", ""申报地区或单位"": ""青海省互助土族自治县"", ""保护单位"": ""互助土族自治县文化馆""}]"
常山喝彩歌谣,民间文学,"[{""公布时间"": ""2014(第四批)"", ""申报地区或单位"": ""浙江省常山县"", ""保护单位"": ""常山县文化馆""}]"
八大处传说,民间文学,"[{""公布时间"": ""2021(第五批)"", ""申报地区或单位"": ""北京市石景山区"", ""保护单位"": ""北京市八大处公园管理处""}]"
